MerchandiseStand,TransactionTime,Qty
Merch3,12/09/22 21:27,1
Merch5,12/09/22 21:27,1
Merch2,12/09/22 21:27,1
Merch6,12/09/22 21:28,1
Merch4,12/09/22 21:28,1
Merch3,12/09/22 21:28,1
Merch2,12/09/22 21:28,1
Merch6,12/09/22 21:28,1
Merch3,12/09/22 21:28,1
Merch2,12/09/22 21:29,2
Merch4,12/09/22 21:29,1
Merch6,12/09/22 21:29,3
Merch3,12/09/22 21:29,1
Merch2,12/09/22 21:29,5
Merch3,12/09/22 21:29,2
Merch6,12/09/22 21:29,1
Merch2,12/09/22 21:30,1
Merch4,12/09/22 21:30,1
Merch6,12/09/22 21:30,1
Merch5,12/09/22 21:30,1
Merch3,12/09/22 21:30,1
Merch2,12/09/22 21:30,1
Merch6,12/09/22 21:30,1
Merch4,12/09/22 21:30,4
Merch3,12/09/22 21:30,3
Merch2,12/09/22 21:30,1
Merch6,12/09/22 21:31,3
Merch3,12/09/22 21:31,1
Merch6,12/09/22 21:31,1
Merch2,12/09/22 21:31,1
Merch3,12/09/22 21:31,4
Merch4,12/09/22 21:31,1
Merch6,12/09/22 21:31,3
Merch2,12/09/22 21:31,1
Merch3,12/09/22 21:32,1
Merch6,12/09/22 21:32,1
Merch1,12/09/22 21:32,4
Merch2,12/09/22 21:32,2
Merch3,12/09/22 21:32,5
Merch5,12/09/22 21:32,1
Merch6,12/09/22 21:32,1
Merch2,12/09/22 21:33,1
Merch3,12/09/22 21:33,5
Merch6,12/09/22 21:33,1
Merch4,12/09/22 21:33,5
Merch1,12/09/22 21:33,5
Merch4,12/09/22 21:33,1
Merch6,12/09/22 21:33,2
Merch3,12/09/22 21:33,1
Merch6,12/09/22 21:34,2
Merch3,12/09/22 21:34,1
Merch4,12/09/22 21:34,1
Merch3,12/09/22 21:34,2
Merch6,12/09/22 21:34,1
Merch5,12/09/22 21:35,1
Merch4,12/09/22 21:35,2
Merch1,12/09/22 21:35,3
Merch5,12/09/22 21:35,1
Merch3,12/09/22 21:35,1
Merch2,12/09/22 21:35,1
Merch6,12/09/22 21:35,1
Merch1,12/09/22 21:35,3
Merch3,12/09/22 21:35,1
Merch4,12/09/22 21:35,1
Merch6,12/09/22 21:36,1
Merch2,12/09/22 21:36,1
Merch3,12/09/22 21:36,2
Merch6,12/09/22 21:36,5
Merch2,12/09/22 21:36,1
Merch3,12/09/22 21:36,1
Merch6,12/09/22 21:37,1
Merch5,12/09/22 21:37,1
Merch4,12/09/22 21:37,1
Merch3,12/09/22 21:37,1
Merch6,12/09/22 21:37,1
Merch3,12/09/22 21:37,3
Merch4,12/09/22 21:37,1
Merch2,12/09/22 21:37,1
Merch6,12/09/22 21:38,1
Merch2,12/09/22 21:38,1
Merch4,12/09/22 21:38,1
Merch6,12/09/22 21:38,1
Merch5,12/09/22 21:38,1
Merch6,12/09/22 21:38,2
Merch4,12/09/22 21:38,2
Merch4,12/09/22 21:39,1
Merch6,12/09/22 21:39,1
Merch3,12/09/22 21:39,1
Merch2,12/09/22 21:39,3
Merch5,12/09/22 21:40,3
Merch6,12/09/22 21:40,2
Merch4,12/09/22 21:40,4
Merch6,12/09/22 21:40,1
Merch6,12/09/22 21:41,1
Merch5,12/09/22 21:41,3
Merch6,12/09/22 21:41,1
Merch4,12/09/22 21:41,2
Merch6,12/09/22 21:42,1
Merch5,12/09/22 21:42,1
Merch6,12/09/22 21:42,3
Merch5,12/09/22 21:42,5
Merch6,12/09/22 21:43,1
Merch6,12/09/22 21:43,1
Merch6,12/09/22 21:44,4
Merch6,12/09/22 21:44,2
Merch3,12/09/22 21:45,1
Merch6,12/09/22 21:45,1
Merch1,12/09/22 21:45,1
Merch4,12/09/22 21:45,1
Merch6,12/09/22 21:45,1
Merch4,12/09/22 21:45,1
Merch4,19/09/22 18:36,1
Merch1,19/09/22 18:37,1
Merch5,19/09/22 18:38,1
Merch5,19/09/22 18:38,1
Merch6,19/09/22 18:39,1
Merch2,19/09/22 18:40,2
Merch4,19/09/22 18:41,5
Merch2,19/09/22 18:41,1
Merch2,19/09/22 18:42,1
Merch2,19/09/22 18:43,1
Merch5,19/09/22 18:43,3
Merch2,19/09/22 18:44,2
Merch1,19/09/22 18:44,1
Merch5,19/09/22 18:44,2
Merch6,19/09/22 18:45,1
Merch2,19/09/22 18:47,1
Merch6,19/09/22 18:47,3
Merch2,19/09/22 18:48,1
Merch5,19/09/22 18:48,1
Merch2,19/09/22 18:49,1
Merch3,19/09/22 18:49,2
Merch4,19/09/22 18:49,1
Merch3,19/09/22 18:50,1
Merch1,19/09/22 18:50,1
Merch2,19/09/22 18:50,1
Merch1,19/09/22 18:51,3
Merch4,19/09/22 18:51,4
Merch1,19/09/22 18:51,1
Merch2,19/09/22 18:52,1
Merch5,19/09/22 18:52,1
Merch5,19/09/22 18:52,3
Merch2,19/09/22 18:53,2
Merch6,19/09/22 18:53,1
Merch2,19/09/22 18:53,1
Merch2,19/09/22 18:54,1
Merch2,19/09/22 18:54,1
Merch6,19/09/22 18:54,4
Merch3,19/09/22 18:54,1
Merch5,19/09/22 18:54,4
Merch2,19/09/22 18:55,1
Merch4,19/09/22 18:55,1
Merch5,19/09/22 18:55,1
Merch6,19/09/22 18:55,1
Merch1,19/09/22 18:55,4
Merch4,19/09/22 18:55,1
Merch3,19/09/22 18:56,1
Merch5,19/09/22 18:56,1
Merch2,19/09/22 18:56,2
Merch6,19/09/22 18:56,3
Merch4,19/09/22 18:56,1
Merch1,19/09/22 18:56,2
Merch3,19/09/22 18:56,4
Merch5,19/09/22 18:56,1
Merch1,19/09/22 18:56,1
Merch4,19/09/22 18:56,5
Merch3,19/09/22 18:56,1
Merch5,19/09/22 18:57,3
Merch1,19/09/22 18:57,1
Merch6,19/09/22 18:57,1
Merch3,19/09/22 18:57,1
Merch4,19/09/22 18:57,1
Merch5,19/09/22 18:57,5
Merch1,19/09/22 18:57,1
Merch6,19/09/22 18:57,5
Merch3,19/09/22 18:57,5
Merch4,19/09/22 18:57,3
Merch1,19/09/22 18:58,1
Merch5,19/09/22 18:58,1
Merch3,19/09/22 18:58,3
Merch6,19/09/22 18:58,1
Merch4,19/09/22 18:58,1
Merch1,19/09/22 18:58,1
Merch6,19/09/22 18:58,1
Merch4,19/09/22 18:58,1
Merch1,19/09/22 18:59,1
Merch4,19/09/22 18:59,1
Merch5,19/09/22 18:59,4
Merch6,19/09/22 18:59,1
Merch4,19/09/22 18:59,1
Merch5,19/09/22 18:59,2
Merch6,19/09/22 18:59,5
Merch1,19/09/22 18:59,1
Merch2,19/09/22 19:00,2
Merch4,19/09/22 19:00,1
Merch6,19/09/22 19:00,3
Merch2,19/09/22 19:00,1
Merch3,19/09/22 19:00,2
Merch6,19/09/22 19:00,1
Merch1,19/09/22 19:00,1
Merch5,19/09/22 19:01,4
Merch6,19/09/22 19:01,1
Merch2,19/09/22 19:01,1
Merch4,19/09/22 19:01,1
Merch5,19/09/22 19:01,4
Merch6,19/09/22 19:01,1
Merch4,19/09/22 19:02,3
Merch3,19/09/22 19:02,1
Merch6,19/09/22 19:02,1
Merch1,19/09/22 19:02,1
Merch2,19/09/22 19:02,1
Merch5,19/09/22 19:02,1
Merch6,19/09/22 19:02,3
Merch1,19/09/22 19:02,1
Merch3,19/09/22 19:02,5
Merch4,19/09/22 19:02,2
Merch5,19/09/22 19:03,1
Merch6,19/09/22 19:03,5
Merch1,19/09/22 19:03,3
Merch6,19/09/22 19:03,1
Merch2,19/09/22 19:03,2
Merch1,19/09/22 19:03,1
Merch6,19/09/22 19:04,1
Merch5,19/09/22 19:04,1
Merch1,19/09/22 19:04,2
Merch2,19/09/22 19:04,1
Merch3,19/09/22 19:04,1
Merch6,19/09/22 19:04,1
Merch1,19/09/22 19:05,1
Merch2,19/09/22 19:05,1
Merch3,19/09/22 19:05,1
Merch5,19/09/22 19:05,3
Merch6,19/09/22 19:05,1
Merch4,19/09/22 19:05,1
Merch3,19/09/22 19:05,5
Merch1,19/09/22 19:05,1
Merch2,19/09/22 19:05,5
Merch6,19/09/22 19:05,3
Merch2,19/09/22 19:06,1
Merch3,19/09/22 19:06,1
Merch6,19/09/22 19:06,1
Merch1,19/09/22 19:06,1
Merch5,19/09/22 19:06,3
Merch4,19/09/22 19:06,1
Merch6,19/09/22 19:06,3
Merch2,19/09/22 19:06,3
Merch1,19/09/22 19:06,1
Merch5,19/09/22 19:06,1
Merch3,19/09/22 19:06,1
Merch4,19/09/22 19:06,1
Merch2,19/09/22 19:07,1
Merch6,19/09/22 19:07,1
Merch4,19/09/22 19:07,1
Merch2,19/09/22 19:07,1
Merch3,19/09/22 19:07,1
Merch4,19/09/22 19:08,3
Merch2,19/09/22 19:08,1
Merch4,19/09/22 19:08,1
Merch1,19/09/22 19:08,1
Merch2,19/09/22 19:08,1
Merch2,19/09/22 19:09,1
Merch3,19/09/22 19:09,1
Merch4,19/09/22 19:09,1
Merch6,19/09/22 19:09,1
Merch1,19/09/22 19:09,1
Merch2,19/09/22 19:09,1
Merch5,19/09/22 19:09,1
Merch4,19/09/22 19:09,1
Merch6,19/09/22 19:09,4
Merch3,19/09/22 19:09,1
Merch1,19/09/22 19:09,1
Merch4,19/09/22 19:10,1
Merch6,19/09/22 19:10,1
Merch3,19/09/22 19:10,2
Merch1,19/09/22 19:10,5
Merch2,19/09/22 19:10,1
Merch4,19/09/22 19:10,1
Merch5,19/09/22 19:10,1
Merch1,19/09/22 19:10,1
Merch3,19/09/22 19:10,2
Merch4,19/09/22 19:11,1
Merch6,19/09/22 19:11,1
Merch1,19/09/22 19:11,3
Merch5,19/09/22 19:11,1
Merch3,19/09/22 19:11,3
Merch2,19/09/22 19:11,1
Merch6,19/09/22 19:11,5
Merch4,19/09/22 19:11,1
Merch1,19/09/22 19:11,1
Merch3,19/09/22 19:11,3
Merch2,19/09/22 19:11,3
Merch5,19/09/22 19:12,3
Merch6,19/09/22 19:12,1
Merch4,19/09/22 19:12,1
Merch1,19/09/22 19:12,3
Merch2,19/09/22 19:12,3
Merch5,19/09/22 19:12,1
Merch4,19/09/22 19:12,1
Merch6,19/09/22 19:12,1
Merch1,19/09/22 19:12,1
Merch3,19/09/22 19:12,1
Merch2,19/09/22 19:12,1
Merch4,19/09/22 19:13,4
Merch6,19/09/22 19:13,5
Merch5,19/09/22 19:13,1
Merch1,19/09/22 19:13,1
Merch3,19/09/22 19:13,1
Merch2,19/09/22 19:13,1
Merch6,19/09/22 19:13,3
Merch5,19/09/22 19:13,2
Merch1,19/09/22 19:13,1
Merch4,19/09/22 19:13,1
Merch2,19/09/22 19:14,3
Merch3,19/09/22 19:14,1
Merch6,19/09/22 19:14,1
Merch4,19/09/22 19:14,1
Merch5,19/09/22 19:14,2
Merch1,19/09/22 19:14,5
Merch2,19/09/22 19:14,1
Merch6,19/09/22 19:14,3
Merch3,19/09/22 19:14,1
Merch1,19/09/22 19:14,1
Merch5,19/09/22 19:14,1
Merch6,19/09/22 19:15,1
Merch3,19/09/22 19:15,1
Merch2,19/09/22 19:15,1
Merch1,19/09/22 19:15,2
Merch4,19/09/22 19:15,5
Merch5,19/09/22 19:15,1
Merch6,19/09/22 19:15,1
Merch3,19/09/22 19:15,3
Merch2,19/09/22 19:15,2
Merch4,19/09/22 19:15,3
Merch1,19/09/22 19:15,1
Merch2,19/09/22 19:16,4
Merch6,19/09/22 19:16,1
Merch5,19/09/22 19:16,1
Merch3,19/09/22 19:16,1
Merch4,19/09/22 19:16,5
Merch1,19/09/22 19:16,1
Merch6,19/09/22 19:16,1
Merch2,19/09/22 19:16,1
Merch5,19/09/22 19:16,4
Merch3,19/09/22 19:16,1
Merch4,19/09/22 19:16,1
Merch1,19/09/22 19:16,3
Merch6,19/09/22 19:16,1
Merch2,19/09/22 19:16,1
Merch5,19/09/22 19:17,1
Merch1,19/09/22 19:17,1
Merch4,19/09/22 19:17,1
Merch2,19/09/22 19:17,1
Merch6,19/09/22 19:17,2
Merch3,19/09/22 19:17,4
Merch5,19/09/22 19:17,1
Merch2,19/09/22 19:17,1
Merch3,19/09/22 19:17,1
Merch1,19/09/22 19:18,1
Merch2,19/09/22 19:18,1
Merch4,19/09/22 19:18,1
Merch1,19/09/22 19:18,1
Merch3,19/09/22 19:18,1
Merch6,19/09/22 19:18,1
Merch2,19/09/22 19:18,1
Merch5,19/09/22 19:18,3
Merch3,19/09/22 19:19,1
Merch1,19/09/22 19:19,3
Merch2,19/09/22 19:19,1
Merch3,19/09/22 19:19,2
Merch1,19/09/22 19:19,1
Merch2,19/09/22 19:20,1
Merch3,19/09/22 19:20,1
Merch4,19/09/22 19:20,1
Merch2,19/09/22 19:20,1
Merch3,19/09/22 19:20,5
Merch6,19/09/22 19:20,1
Merch3,19/09/22 19:21,1
Merch6,19/09/22 19:21,1
Merch5,19/09/22 19:21,2
Merch2,19/09/22 19:21,1
Merch3,19/09/22 19:21,1
Merch4,19/09/22 19:21,1
Merch5,19/09/22 19:21,1
Merch3,19/09/22 19:21,3
Merch2,19/09/22 19:22,1
Merch6,19/09/22 19:22,1
Merch4,19/09/22 19:22,1
Merch5,19/09/22 19:22,2
Merch2,19/09/22 19:22,1
Merch3,19/09/22 19:22,1
Merch1,19/09/22 19:22,1
Merch4,19/09/22 19:22,1
Merch5,19/09/22 19:22,1
Merch2,19/09/22 19:23,1
Merch3,19/09/22 19:23,1
Merch5,19/09/22 19:23,3
Merch4,19/09/22 19:23,1
Merch2,19/09/22 19:23,1
Merch1,19/09/22 19:23,1
Merch3,19/09/22 19:23,1
Merch5,19/09/22 19:23,3
Merch4,19/09/22 19:24,1
Merch2,19/09/22 19:24,2
Merch3,19/09/22 19:24,1
Merch2,19/09/22 19:24,5
Merch1,19/09/22 19:24,3
Merch6,19/09/22 19:24,3
Merch4,19/09/22 19:24,1
Merch3,19/09/22 19:24,1
Merch3,19/09/22 19:25,1
Merch2,19/09/22 19:25,2
Merch1,19/09/22 19:25,1
Merch6,19/09/22 19:25,2
Merch4,19/09/22 19:25,1
Merch6,19/09/22 19:25,1
Merch1,19/09/22 19:25,1
Merch2,19/09/22 19:25,1
Merch3,19/09/22 19:25,1
Merch5,19/09/22 19:25,1
Merch1,19/09/22 19:26,2
Merch2,19/09/22 19:26,1
Merch6,19/09/22 19:26,5
Merch5,19/09/22 19:26,4
Merch3,19/09/22 19:26,1
Merch2,19/09/22 19:26,1
Merch4,19/09/22 19:26,1
Merch1,19/09/22 19:26,3
Merch6,19/09/22 19:26,1
Merch5,19/09/22 19:26,1
Merch3,19/09/22 19:27,4
Merch2,19/09/22 19:27,1
Merch1,19/09/22 19:27,1
Merch3,19/09/22 19:27,1
Merch5,19/09/22 19:27,4
Merch2,19/09/22 19:27,1
Merch1,19/09/22 19:27,2
Merch4,19/09/22 19:27,1
Merch6,19/09/22 19:27,1
Merch3,19/09/22 19:28,5
Merch1,19/09/22 19:28,1
Merch2,19/09/22 19:28,1
Merch5,19/09/22 19:28,1
Merch6,19/09/22 19:28,1
Merch4,19/09/22 19:28,1
Merch3,19/09/22 19:28,1
Merch2,19/09/22 19:28,1
Merch1,19/09/22 19:28,2
Merch6,19/09/22 19:28,1
Merch4,19/09/22 19:28,1
Merch3,19/09/22 19:29,1
Merch2,19/09/22 19:29,3
Merch1,19/09/22 19:29,1
Merch6,19/09/22 19:29,1
Merch5,19/09/22 19:29,2
Merch3,19/09/22 19:29,1
Merch4,19/09/22 19:29,3
Merch2,19/09/22 19:29,1
Merch6,19/09/22 19:29,1
Merch4,19/09/22 19:29,3
Merch5,19/09/22 19:29,1
Merch3,19/09/22 19:30,1
Merch2,19/09/22 19:30,1
Merch6,19/09/22 19:30,1
Merch5,19/09/22 19:30,1
Merch4,19/09/22 19:30,1
Merch3,19/09/22 19:30,1
Merch2,19/09/22 19:30,1
Merch1,19/09/22 19:30,3
Merch5,19/09/22 19:31,2
Merch4,19/09/22 19:31,2
Merch3,19/09/22 19:31,1
Merch2,19/09/22 19:31,1
Merch5,19/09/22 19:31,1
Merch4,19/09/22 19:31,5
Merch1,19/09/22 19:31,1
Merch3,19/09/22 19:31,1
Merch2,19/09/22 19:31,3
Merch5,19/09/22 19:31,1
Merch6,19/09/22 19:31,3
Merch4,19/09/22 19:32,1
Merch3,19/09/22 19:32,1
Merch1,19/09/22 19:32,1
Merch6,19/09/22 19:32,1
Merch2,19/09/22 19:32,1
Merch5,19/09/22 19:32,1
Merch4,19/09/22 19:32,3
Merch1,19/09/22 19:32,1
Merch3,19/09/22 19:32,1
Merch5,19/09/22 19:32,1
Merch2,19/09/22 19:32,1
Merch6,19/09/22 19:32,1
Merch4,19/09/22 19:33,1
Merch1,19/09/22 19:33,1
Merch3,19/09/22 19:33,1
Merch5,19/09/22 19:33,2
Merch2,19/09/22 19:33,1
Merch1,19/09/22 19:33,1
Merch4,19/09/22 19:33,3
Merch3,19/09/22 19:33,2
Merch2,19/09/22 19:33,1
Merch5,19/09/22 19:33,1
Merch1,19/09/22 19:34,4
Merch3,19/09/22 19:34,1
Merch6,19/09/22 19:34,1
Merch4,19/09/22 19:34,2
Merch2,19/09/22 19:34,1
Merch1,19/09/22 19:34,3
Merch5,19/09/22 19:34,1
Merch3,19/09/22 19:34,1
Merch6,19/09/22 19:34,1
Merch4,19/09/22 19:34,1
Merch2,19/09/22 19:35,1
Merch5,19/09/22 19:35,1
Merch1,19/09/22 19:35,1
Merch3,19/09/22 19:35,1
Merch4,19/09/22 19:35,1
Merch6,19/09/22 19:35,3
Merch2,19/09/22 19:35,1
Merch5,19/09/22 19:35,1
Merch4,19/09/22 19:35,3
Merch3,19/09/22 19:35,4
Merch1,19/09/22 19:35,1
Merch2,19/09/22 19:36,4
Merch6,19/09/22 19:36,1
Merch5,19/09/22 19:36,1
Merch4,19/09/22 19:36,1
Merch1,19/09/22 19:36,2
Merch3,19/09/22 19:36,1
Merch2,19/09/22 19:36,1
Merch6,19/09/22 19:36,1
Merch5,19/09/22 19:36,1
Merch4,19/09/22 19:36,1
Merch3,19/09/22 19:36,1
Merch2,19/09/22 19:36,4
Merch4,19/09/22 19:37,1
Merch6,19/09/22 19:37,1
Merch5,19/09/22 19:37,1
Merch3,19/09/22 19:37,2
Merch1,19/09/22 19:37,1
Merch2,19/09/22 19:37,4
Merch4,19/09/22 19:37,1
Merch3,19/09/22 19:37,1
Merch6,19/09/22 19:37,1
Merch5,19/09/22 19:37,1
Merch2,19/09/22 19:38,1
Merch4,19/09/22 19:38,1
Merch3,19/09/22 19:38,2
Merch6,19/09/22 19:38,5
Merch5,19/09/22 19:38,3
Merch2,19/09/22 19:38,1
Merch1,19/09/22 19:38,1
Merch6,19/09/22 19:38,1
Merch4,19/09/22 19:38,2
Merch3,19/09/22 19:38,1
Merch5,19/09/22 19:38,1
Merch2,19/09/22 19:38,1
Merch6,19/09/22 19:39,1
Merch4,19/09/22 19:39,1
Merch3,19/09/22 19:39,3
Merch1,19/09/22 19:39,2
Merch2,19/09/22 19:39,1
Merch5,19/09/22 19:39,1
Merch6,19/09/22 19:39,3
Merch4,19/09/22 19:39,1
Merch3,19/09/22 19:39,1
Merch2,19/09/22 19:39,3
Merch5,19/09/22 19:39,1
Merch3,19/09/22 19:40,1
Merch4,19/09/22 19:40,1
Merch1,19/09/22 19:40,1
Merch6,19/09/22 19:40,1
Merch2,19/09/22 19:40,3
Merch5,19/09/22 19:40,1
Merch3,19/09/22 19:40,3
Merch4,19/09/22 19:40,1
Merch1,19/09/22 19:40,1
Merch6,19/09/22 19:40,1
Merch2,19/09/22 19:40,1
Merch5,19/09/22 19:40,3
Merch3,19/09/22 19:40,1
Merch4,19/09/22 19:41,1
Merch6,19/09/22 19:41,1
Merch2,19/09/22 19:41,1
Merch1,19/09/22 19:41,2
Merch5,19/09/22 19:41,1
Merch3,19/09/22 19:41,1
Merch6,19/09/22 19:41,1
Merch1,19/09/22 19:41,1
Merch4,19/09/22 19:41,1
Merch2,19/09/22 19:41,3
Merch5,19/09/22 19:41,1
Merch3,19/09/22 19:41,3
Merch1,19/09/22 19:42,1
Merch4,19/09/22 19:42,1
Merch6,19/09/22 19:42,1
Merch2,19/09/22 19:42,2
Merch5,19/09/22 19:42,1
Merch3,19/09/22 19:42,1
Merch4,19/09/22 19:42,1
Merch1,19/09/22 19:42,1
Merch6,19/09/22 19:42,1
Merch2,19/09/22 19:42,1
Merch5,19/09/22 19:42,2
Merch4,19/09/22 19:43,3
Merch3,19/09/22 19:43,2
Merch6,19/09/22 19:43,2
Merch1,19/09/22 19:43,1
Merch5,19/09/22 19:43,1
Merch2,19/09/22 19:43,1
Merch3,19/09/22 19:43,1
Merch4,19/09/22 19:43,5
Merch6,19/09/22 19:43,1
Merch1,19/09/22 19:43,1
Merch5,19/09/22 19:43,5
Merch2,19/09/22 19:43,1
Merch3,19/09/22 19:44,4
Merch4,19/09/22 19:44,1
Merch5,19/09/22 19:44,1
Merch1,19/09/22 19:44,1
Merch6,19/09/22 19:44,1
Merch2,19/09/22 19:44,3
Merch3,19/09/22 19:44,1
Merch5,19/09/22 19:44,1
Merch4,19/09/22 19:44,1
Merch6,19/09/22 19:44,1
Merch1,19/09/22 19:44,1
Merch2,19/09/22 19:44,1
Merch3,19/09/22 19:45,2
Merch5,19/09/22 19:45,1
Merch2,19/09/22 19:45,1
Merch1,19/09/22 19:45,4
Merch4,19/09/22 19:45,1
Merch6,19/09/22 19:45,2
Merch3,19/09/22 19:45,1
Merch5,19/09/22 19:45,1
Merch2,19/09/22 19:45,1
Merch6,19/09/22 19:45,1
Merch1,19/09/22 19:45,1
Merch4,19/09/22 19:45,1
Merch3,19/09/22 19:45,4
Merch2,19/09/22 19:46,2
Merch5,19/09/22 19:46,1
Merch4,19/09/22 19:46,1
Merch6,19/09/22 19:46,3
Merch1,19/09/22 19:46,3
Merch3,19/09/22 19:46,1
Merch5,19/09/22 19:46,1
Merch2,19/09/22 19:46,1
Merch6,19/09/22 19:46,3
Merch4,19/09/22 19:46,4
Merch1,19/09/22 19:46,1
Merch3,19/09/22 19:46,1
Merch2,19/09/22 19:47,4
Merch5,19/09/22 19:47,3
Merch4,19/09/22 19:47,3
Merch6,19/09/22 19:47,4
Merch1,19/09/22 19:47,1
Merch3,19/09/22 19:47,1
Merch2,19/09/22 19:47,1
Merch5,19/09/22 19:47,1
Merch4,19/09/22 19:47,3
Merch6,19/09/22 19:47,1
Merch3,19/09/22 19:47,1
Merch1,19/09/22 19:48,1
Merch5,19/09/22 19:48,1
Merch4,19/09/22 19:48,1
Merch2,19/09/22 19:48,1
Merch6,19/09/22 19:48,3
Merch3,19/09/22 19:48,1
Merch1,19/09/22 19:48,3
Merch5,19/09/22 19:48,2
Merch4,19/09/22 19:48,3
Merch2,19/09/22 19:48,1
Merch6,19/09/22 19:48,4
Merch3,19/09/22 19:49,1
Merch5,19/09/22 19:49,2
Merch4,19/09/22 19:49,1
Merch1,19/09/22 19:49,5
Merch2,19/09/22 19:49,1
Merch6,19/09/22 19:49,1
Merch1,19/09/22 19:49,1
Merch5,19/09/22 19:49,2
Merch2,19/09/22 19:49,1
Merch3,19/09/22 19:49,1
Merch4,19/09/22 19:49,1
Merch6,19/09/22 19:49,2
Merch3,19/09/22 19:50,1
Merch2,19/09/22 19:50,1
Merch1,19/09/22 19:50,1
Merch5,19/09/22 19:50,3
Merch4,19/09/22 19:50,1
Merch6,19/09/22 19:50,2
Merch2,19/09/22 19:50,1
Merch1,19/09/22 19:50,1
Merch4,19/09/22 19:50,2
Merch5,19/09/22 19:50,1
Merch3,19/09/22 19:50,1
Merch6,19/09/22 19:50,1
Merch2,19/09/22 19:51,3
Merch1,19/09/22 19:51,1
Merch4,19/09/22 19:51,1
Merch3,19/09/22 19:51,1
Merch5,19/09/22 19:51,3
Merch6,19/09/22 19:51,1
Merch2,19/09/22 19:51,1
Merch4,19/09/22 19:51,3
Merch5,19/09/22 19:51,1
Merch1,19/09/22 19:51,1
Merch3,19/09/22 19:51,2
Merch2,19/09/22 19:51,1
Merch6,19/09/22 19:51,5
Merch4,19/09/22 19:51,1
Merch5,19/09/22 19:52,1
Merch3,19/09/22 19:52,1
Merch1,19/09/22 19:52,5
Merch2,19/09/22 19:52,5
Merch6,19/09/22 19:52,1
Merch4,19/09/22 19:52,1
Merch3,19/09/22 19:52,4
Merch1,19/09/22 19:52,1
Merch5,19/09/22 19:52,1
Merch6,19/09/22 19:52,1
Merch2,19/09/22 19:52,1
Merch4,19/09/22 19:52,1
Merch1,19/09/22 19:53,4
Merch3,19/09/22 19:53,1
Merch6,19/09/22 19:53,1
Merch2,19/09/22 19:53,1
Merch5,19/09/22 19:53,2
Merch4,19/09/22 19:53,1
Merch6,19/09/22 19:53,5
Merch1,19/09/22 19:53,4
Merch3,19/09/22 19:53,1
Merch5,19/09/22 19:53,1
Merch2,19/09/22 19:53,1
Merch4,19/09/22 19:54,3
Merch1,19/09/22 19:54,5
Merch6,19/09/22 19:54,3
Merch3,19/09/22 19:54,1
Merch2,19/09/22 19:54,1
Merch5,19/09/22 19:54,1
Merch1,19/09/22 19:54,3
Merch4,19/09/22 19:54,1
Merch3,19/09/22 19:54,1
Merch6,19/09/22 19:54,5
Merch2,19/09/22 19:54,3
Merch5,19/09/22 19:54,5
Merch1,19/09/22 19:54,1
Merch4,19/09/22 19:55,1
Merch3,19/09/22 19:55,1
Merch2,19/09/22 19:55,2
Merch6,19/09/22 19:55,2
Merch1,19/09/22 19:55,1
Merch5,19/09/22 19:55,1
Merch3,19/09/22 19:55,1
Merch4,19/09/22 19:55,1
Merch6,19/09/22 19:55,1
Merch2,19/09/22 19:55,1
Merch5,19/09/22 19:55,3
Merch3,19/09/22 19:56,1
Merch1,19/09/22 19:56,5
Merch4,19/09/22 19:56,4
Merch6,19/09/22 19:56,1
Merch5,19/09/22 19:56,1
Merch2,19/09/22 19:56,1
Merch3,19/09/22 19:56,2
Merch1,19/09/22 19:56,1
Merch6,19/09/22 19:56,2
Merch2,19/09/22 19:56,2
Merch4,19/09/22 19:56,1
Merch5,19/09/22 19:56,1
Merch1,19/09/22 19:57,1
Merch3,19/09/22 19:57,1
Merch2,19/09/22 19:57,1
Merch6,19/09/22 19:57,4
Merch4,19/09/22 19:57,1
Merch5,19/09/22 19:57,4
Merch2,19/09/22 19:57,1
Merch1,19/09/22 19:57,1
Merch6,19/09/22 19:57,1
Merch3,19/09/22 19:57,1
Merch6,19/09/22 19:57,1
Merch2,19/09/22 19:58,1
Merch4,19/09/22 19:58,1
Merch5,19/09/22 19:58,1
Merch3,19/09/22 19:58,1
Merch1,19/09/22 19:58,1
Merch6,19/09/22 19:58,1
Merch2,19/09/22 19:58,1
Merch4,19/09/22 19:58,1
Merch5,19/09/22 19:58,3
Merch1,19/09/22 19:58,1
Merch3,19/09/22 19:58,3
Merch6,19/09/22 19:58,1
Merch4,19/09/22 19:58,2
Merch2,19/09/22 19:59,1
Merch3,19/09/22 19:59,1
Merch5,19/09/22 19:59,1
Merch1,19/09/22 19:59,1
Merch6,19/09/22 19:59,1
Merch4,19/09/22 19:59,1
Merch2,19/09/22 19:59,3
Merch5,19/09/22 19:59,1
Merch3,19/09/22 19:59,1
Merch1,19/09/22 19:59,1
Merch6,19/09/22 19:59,1
Merch4,19/09/22 19:59,1
Merch2,19/09/22 19:59,1
Merch5,19/09/22 20:00,1
Merch3,19/09/22 20:00,5
Merch6,19/09/22 20:00,1
Merch4,19/09/22 20:00,1
Merch1,19/09/22 20:00,1
Merch2,19/09/22 20:00,4
Merch5,19/09/22 20:00,2
Merch6,19/09/22 20:00,1
Merch3,19/09/22 20:00,1
Merch1,19/09/22 20:00,1
Merch4,19/09/22 20:00,1
Merch2,19/09/22 20:00,1
Merch6,19/09/22 20:01,1
Merch5,19/09/22 20:01,2
