Agent,ScanTime,SeatingSection
GateC_TicketAgent1,19/09/22 19:47,102
GateB_TicketAgent3,19/09/22 19:47,135
GateD_TicketAgent1,19/09/22 19:47,104
GateB_TicketAgent1,19/09/22 19:47,134
GateA_TicketAgent2,19/09/22 19:47,123
GateC_TicketAgent2,19/09/22 19:47,105
GateB_TicketAgent2,19/09/22 19:47,112
GateA_TicketAgent1,19/09/22 19:47,117
GateB_TicketAgent1,19/09/22 19:47,116
GateA_TicketAgent2,19/09/22 19:47,105
GateD_TicketAgent3,19/09/22 19:47,131
GateC_TicketAgent2,19/09/22 19:47,102
GateA_TicketAgent3,19/09/22 19:47,125
GateB_TicketAgent3,19/09/22 19:47,112
GateD_TicketAgent1,19/09/22 19:47,116
GateA_TicketAgent1,19/09/22 19:47,124
GateB_TicketAgent2,19/09/22 19:47,111
GateC_TicketAgent1,19/09/22 19:47,140
GateD_TicketAgent2,19/09/22 19:47,130
GateB_TicketAgent1,19/09/22 19:47,123
GateA_TicketAgent2,19/09/22 19:47,114
GateA_TicketAgent3,19/09/22 19:47,126
GateD_TicketAgent1,19/09/22 19:47,129
GateA_TicketAgent1,19/09/22 19:47,121
GateB_TicketAgent2,19/09/22 19:47,135
GateC_TicketAgent1,19/09/22 19:47,135
GateD_TicketAgent2,19/09/22 19:47,129
GateB_TicketAgent1,19/09/22 19:47,100
GateD_TicketAgent3,19/09/22 19:47,123
GateC_TicketAgent2,19/09/22 19:47,120
GateA_TicketAgent3,19/09/22 19:47,125
GateD_TicketAgent1,19/09/22 19:47,123
GateC_TicketAgent3,19/09/22 19:47,131
GateA_TicketAgent1,19/09/22 19:47,115
GateC_TicketAgent1,19/09/22 19:47,101
GateB_TicketAgent2,19/09/22 19:47,101
GateD_TicketAgent2,19/09/22 19:47,105
GateB_TicketAgent1,19/09/22 19:47,140
GateC_TicketAgent2,19/09/22 19:47,108
GateB_TicketAgent3,19/09/22 19:47,137
GateD_TicketAgent1,19/09/22 19:47,133
GateC_TicketAgent1,19/09/22 19:47,137
GateB_TicketAgent2,19/09/22 19:47,111
GateD_TicketAgent2,19/09/22 19:47,129
GateA_TicketAgent2,19/09/22 19:47,116
GateB_TicketAgent1,19/09/22 19:47,101
GateC_TicketAgent2,19/09/22 19:47,140
GateD_TicketAgent3,19/09/22 19:47,127
GateB_TicketAgent3,19/09/22 19:47,111
GateA_TicketAgent1,19/09/22 19:47,105
GateD_TicketAgent1,19/09/22 19:47,130
GateA_TicketAgent3,19/09/22 19:47,120
GateB_TicketAgent2,19/09/22 19:47,109
GateA_TicketAgent2,19/09/22 19:47,111
GateD_TicketAgent2,19/09/22 19:47,125
GateC_TicketAgent2,19/09/22 19:47,103
GateB_TicketAgent1,19/09/22 19:47,123
GateC_TicketAgent3,19/09/22 19:47,111
GateA_TicketAgent1,19/09/22 19:47,136
GateD_TicketAgent1,19/09/22 19:47,109
GateA_TicketAgent3,19/09/22 19:47,119
GateC_TicketAgent1,19/09/22 19:47,135
GateA_TicketAgent2,19/09/22 19:47,122
GateD_TicketAgent2,19/09/22 19:47,128
GateC_TicketAgent2,19/09/22 19:47,102
GateB_TicketAgent1,19/09/22 19:47,141
GateC_TicketAgent3,19/09/22 19:47,139
GateD_TicketAgent3,19/09/22 19:47,130
GateA_TicketAgent1,19/09/22 19:47,105
GateA_TicketAgent3,19/09/22 19:47,128
GateC_TicketAgent1,19/09/22 19:47,104
GateB_TicketAgent3,19/09/22 19:47,116
GateD_TicketAgent1,19/09/22 19:47,129
GateB_TicketAgent2,19/09/22 19:48,111
GateA_TicketAgent2,19/09/22 19:48,123
GateD_TicketAgent2,19/09/22 19:48,104
GateB_TicketAgent1,19/09/22 19:48,117
GateC_TicketAgent3,19/09/22 19:48,106
GateA_TicketAgent1,19/09/22 19:48,124
GateC_TicketAgent1,19/09/22 19:48,138
GateD_TicketAgent1,19/09/22 19:48,105
GateB_TicketAgent2,19/09/22 19:48,135
GateB_TicketAgent3,19/09/22 19:48,119
GateA_TicketAgent2,19/09/22 19:48,122
GateC_TicketAgent2,19/09/22 19:48,104
GateB_TicketAgent1,19/09/22 19:48,110
GateA_TicketAgent1,19/09/22 19:48,121
GateA_TicketAgent3,19/09/22 19:48,103
GateC_TicketAgent1,19/09/22 19:48,132
GateD_TicketAgent3,19/09/22 19:48,121
GateB_TicketAgent2,19/09/22 19:48,132
GateA_TicketAgent2,19/09/22 19:48,132
GateD_TicketAgent1,19/09/22 19:48,108
GateD_TicketAgent2,19/09/22 19:48,128
GateB_TicketAgent3,19/09/22 19:48,112
GateA_TicketAgent1,19/09/22 19:48,122
GateA_TicketAgent3,19/09/22 19:48,122
GateC_TicketAgent1,19/09/22 19:48,102
GateB_TicketAgent2,19/09/22 19:48,107
GateA_TicketAgent2,19/09/22 19:48,128
GateD_TicketAgent1,19/09/22 19:48,107
GateC_TicketAgent2,19/09/22 19:48,135
GateD_TicketAgent2,19/09/22 19:48,130
GateB_TicketAgent1,19/09/22 19:48,120
GateA_TicketAgent1,19/09/22 19:48,100
GateD_TicketAgent3,19/09/22 19:48,137
GateA_TicketAgent3,19/09/22 19:48,128
GateC_TicketAgent3,19/09/22 19:48,101
GateC_TicketAgent1,19/09/22 19:48,135
GateB_TicketAgent2,19/09/22 19:48,131
GateA_TicketAgent2,19/09/22 19:48,117
GateD_TicketAgent1,19/09/22 19:48,119
GateC_TicketAgent2,19/09/22 19:48,108
GateB_TicketAgent3,19/09/22 19:48,133
GateB_TicketAgent1,19/09/22 19:48,137
GateA_TicketAgent1,19/09/22 19:48,125
GateD_TicketAgent3,19/09/22 19:48,118
GateC_TicketAgent3,19/09/22 19:48,109
GateC_TicketAgent1,19/09/22 19:48,102
GateD_TicketAgent2,19/09/22 19:48,107
GateA_TicketAgent3,19/09/22 19:48,118
GateB_TicketAgent2,19/09/22 19:48,110
GateA_TicketAgent2,19/09/22 19:48,131
GateD_TicketAgent1,19/09/22 19:48,115
GateC_TicketAgent2,19/09/22 19:48,134
GateB_TicketAgent3,19/09/22 19:48,136
GateB_TicketAgent1,19/09/22 19:48,121
GateC_TicketAgent3,19/09/22 19:48,134
GateC_TicketAgent1,19/09/22 19:48,138
GateD_TicketAgent2,19/09/22 19:48,105
GateA_TicketAgent1,19/09/22 19:48,114
GateD_TicketAgent3,19/09/22 19:48,130
GateB_TicketAgent2,19/09/22 19:48,135
GateA_TicketAgent2,19/09/22 19:48,124
GateC_TicketAgent2,19/09/22 19:48,139
GateC_TicketAgent3,19/09/22 19:48,103
GateC_TicketAgent1,19/09/22 19:48,101
GateB_TicketAgent3,19/09/22 19:48,109
GateC_TicketAgent2,19/09/22 19:48,104
GateB_TicketAgent2,19/09/22 19:48,121
GateA_TicketAgent2,19/09/22 19:48,125
GateD_TicketAgent1,19/09/22 19:48,127
GateA_TicketAgent1,19/09/22 19:48,141
GateD_TicketAgent2,19/09/22 19:48,110
GateA_TicketAgent3,19/09/22 19:48,120
GateD_TicketAgent3,19/09/22 19:48,130
GateB_TicketAgent2,19/09/22 19:48,102
GateA_TicketAgent2,19/09/22 19:48,119
GateB_TicketAgent1,19/09/22 19:49,110
GateC_TicketAgent3,19/09/22 19:49,105
GateC_TicketAgent1,19/09/22 19:49,134
GateA_TicketAgent1,19/09/22 19:49,120
GateA_TicketAgent3,19/09/22 19:49,132
GateC_TicketAgent2,19/09/22 19:49,139
GateD_TicketAgent3,19/09/22 19:49,135
GateD_TicketAgent1,19/09/22 19:49,129
GateB_TicketAgent2,19/09/22 19:49,133
GateA_TicketAgent2,19/09/22 19:49,122
GateB_TicketAgent1,19/09/22 19:49,112
GateC_TicketAgent1,19/09/22 19:49,101
GateC_TicketAgent3,19/09/22 19:49,128
GateB_TicketAgent3,19/09/22 19:49,134
GateA_TicketAgent1,19/09/22 19:49,109
GateC_TicketAgent2,19/09/22 19:49,110
GateD_TicketAgent1,19/09/22 19:49,106
GateD_TicketAgent3,19/09/22 19:49,130
GateB_TicketAgent2,19/09/22 19:49,135
GateA_TicketAgent2,19/09/22 19:49,114
GateB_TicketAgent1,19/09/22 19:49,139
GateC_TicketAgent1,19/09/22 19:49,110
GateA_TicketAgent1,19/09/22 19:49,124
GateA_TicketAgent3,19/09/22 19:49,105
GateD_TicketAgent1,19/09/22 19:49,130
GateB_TicketAgent2,19/09/22 19:49,103
GateB_TicketAgent1,19/09/22 19:49,107
GateD_TicketAgent3,19/09/22 19:49,112
GateB_TicketAgent3,19/09/22 19:49,112
GateA_TicketAgent1,19/09/22 19:49,119
GateA_TicketAgent3,19/09/22 19:49,125
GateA_TicketAgent2,19/09/22 19:49,112
GateC_TicketAgent3,19/09/22 19:49,105
GateD_TicketAgent1,19/09/22 19:49,128
GateB_TicketAgent2,19/09/22 19:49,109
GateC_TicketAgent2,19/09/22 19:49,130
GateB_TicketAgent1,19/09/22 19:49,125
GateB_TicketAgent3,19/09/22 19:49,112
GateD_TicketAgent3,19/09/22 19:49,127
GateD_TicketAgent2,19/09/22 19:49,130
GateC_TicketAgent1,19/09/22 19:49,106
GateA_TicketAgent1,19/09/22 19:49,136
GateA_TicketAgent3,19/09/22 19:49,118
GateD_TicketAgent1,19/09/22 19:49,112
GateB_TicketAgent2,19/09/22 19:49,106
GateB_TicketAgent1,19/09/22 19:49,135
GateC_TicketAgent2,19/09/22 19:49,129
GateD_TicketAgent2,19/09/22 19:49,129
GateC_TicketAgent1,19/09/22 19:49,128
GateA_TicketAgent1,19/09/22 19:49,105
GateA_TicketAgent2,19/09/22 19:49,116
GateC_TicketAgent3,19/09/22 19:49,141
GateB_TicketAgent2,19/09/22 19:49,122
GateA_TicketAgent3,19/09/22 19:49,126
GateD_TicketAgent2,19/09/22 19:49,137
GateB_TicketAgent3,19/09/22 19:49,126
GateA_TicketAgent2,19/09/22 19:49,121
GateA_TicketAgent1,19/09/22 19:49,111
GateB_TicketAgent1,19/09/22 19:49,136
GateD_TicketAgent1,19/09/22 19:49,128
GateA_TicketAgent3,19/09/22 19:49,119
GateB_TicketAgent3,19/09/22 19:49,117
GateA_TicketAgent1,19/09/22 19:49,120
GateD_TicketAgent3,19/09/22 19:49,113
GateD_TicketAgent2,19/09/22 19:49,128
GateB_TicketAgent1,19/09/22 19:49,140
GateC_TicketAgent1,19/09/22 19:49,106
GateD_TicketAgent1,19/09/22 19:49,112
GateA_TicketAgent3,19/09/22 19:49,124
GateB_TicketAgent2,19/09/22 19:49,101
GateB_TicketAgent3,19/09/22 19:50,140
GateA_TicketAgent1,19/09/22 19:50,120
GateA_TicketAgent2,19/09/22 19:50,121
GateD_TicketAgent2,19/09/22 19:50,129
GateD_TicketAgent3,19/09/22 19:50,131
GateB_TicketAgent1,19/09/22 19:50,119
GateD_TicketAgent1,19/09/22 19:50,112
GateC_TicketAgent2,19/09/22 19:50,132
GateB_TicketAgent2,19/09/22 19:50,111
GateB_TicketAgent3,19/09/22 19:50,109
GateC_TicketAgent3,19/09/22 19:50,139
GateA_TicketAgent2,19/09/22 19:50,125
GateA_TicketAgent3,19/09/22 19:50,114
GateB_TicketAgent1,19/09/22 19:50,138
GateC_TicketAgent1,19/09/22 19:50,104
GateD_TicketAgent2,19/09/22 19:50,137
GateD_TicketAgent1,19/09/22 19:50,113
GateB_TicketAgent2,19/09/22 19:50,137
GateD_TicketAgent3,19/09/22 19:50,121
GateA_TicketAgent1,19/09/22 19:50,102
GateB_TicketAgent3,19/09/22 19:50,109
GateA_TicketAgent3,19/09/22 19:50,120
GateC_TicketAgent2,19/09/22 19:50,136
GateB_TicketAgent1,19/09/22 19:50,111
GateC_TicketAgent1,19/09/22 19:50,102
GateD_TicketAgent2,19/09/22 19:50,116
GateA_TicketAgent2,19/09/22 19:50,116
GateB_TicketAgent2,19/09/22 19:50,107
GateD_TicketAgent1,19/09/22 19:50,135
GateB_TicketAgent3,19/09/22 19:50,110
GateC_TicketAgent2,19/09/22 19:50,110
GateD_TicketAgent3,19/09/22 19:50,128
GateB_TicketAgent1,19/09/22 19:50,140
GateA_TicketAgent3,19/09/22 19:50,110
GateA_TicketAgent2,19/09/22 19:50,123
GateD_TicketAgent1,19/09/22 19:50,124
GateC_TicketAgent3,19/09/22 19:50,134
GateB_TicketAgent2,19/09/22 19:50,112
GateD_TicketAgent2,19/09/22 19:50,118
GateC_TicketAgent1,19/09/22 19:50,137
GateA_TicketAgent1,19/09/22 19:50,123
GateB_TicketAgent1,19/09/22 19:50,112
GateA_TicketAgent3,19/09/22 19:50,121
GateB_TicketAgent2,19/09/22 19:50,101
GateD_TicketAgent1,19/09/22 19:50,128
GateC_TicketAgent2,19/09/22 19:50,121
GateD_TicketAgent2,19/09/22 19:50,130
GateA_TicketAgent1,19/09/22 19:50,117
GateB_TicketAgent3,19/09/22 19:50,112
GateD_TicketAgent3,19/09/22 19:50,104
GateB_TicketAgent1,19/09/22 19:50,135
GateA_TicketAgent2,19/09/22 19:50,107
GateD_TicketAgent1,19/09/22 19:50,126
GateC_TicketAgent3,19/09/22 19:50,110
GateB_TicketAgent2,19/09/22 19:50,110
GateA_TicketAgent3,19/09/22 19:50,107
GateC_TicketAgent1,19/09/22 19:50,119
GateA_TicketAgent1,19/09/22 19:50,102
GateD_TicketAgent2,19/09/22 19:50,109
GateB_TicketAgent1,19/09/22 19:50,141
GateA_TicketAgent2,19/09/22 19:50,121
GateD_TicketAgent3,19/09/22 19:50,130
GateC_TicketAgent3,19/09/22 19:50,106
GateC_TicketAgent2,19/09/22 19:50,139
GateD_TicketAgent1,19/09/22 19:50,129
GateA_TicketAgent3,19/09/22 19:50,117
GateC_TicketAgent1,19/09/22 19:50,111
GateA_TicketAgent1,19/09/22 19:50,140
GateB_TicketAgent3,19/09/22 19:50,108
GateD_TicketAgent2,19/09/22 19:50,110
GateA_TicketAgent2,19/09/22 19:50,122
GateC_TicketAgent2,19/09/22 19:50,106
GateB_TicketAgent2,19/09/22 19:50,106
GateD_TicketAgent1,19/09/22 19:50,111
GateC_TicketAgent1,19/09/22 19:50,133
GateA_TicketAgent1,19/09/22 19:50,122
GateA_TicketAgent3,19/09/22 19:50,140
GateD_TicketAgent2,19/09/22 19:51,129
GateB_TicketAgent1,19/09/22 19:51,134
GateA_TicketAgent2,19/09/22 19:51,132
GateD_TicketAgent3,19/09/22 19:51,137
GateC_TicketAgent2,19/09/22 19:51,138
GateB_TicketAgent2,19/09/22 19:51,101
GateC_TicketAgent3,19/09/22 19:51,141
GateC_TicketAgent1,19/09/22 19:51,131
GateB_TicketAgent3,19/09/22 19:51,139
GateA_TicketAgent1,19/09/22 19:51,126
GateD_TicketAgent1,19/09/22 19:51,109
GateA_TicketAgent3,19/09/22 19:51,130
GateD_TicketAgent2,19/09/22 19:51,111
GateB_TicketAgent1,19/09/22 19:51,101
GateA_TicketAgent2,19/09/22 19:51,123
GateB_TicketAgent2,19/09/22 19:51,139
GateC_TicketAgent3,19/09/22 19:51,138
GateC_TicketAgent2,19/09/22 19:51,102
GateC_TicketAgent1,19/09/22 19:51,129
GateB_TicketAgent3,19/09/22 19:51,101
GateD_TicketAgent1,19/09/22 19:51,127
GateA_TicketAgent1,19/09/22 19:51,120
GateD_TicketAgent2,19/09/22 19:51,129
GateB_TicketAgent1,19/09/22 19:51,120
GateA_TicketAgent2,19/09/22 19:51,119
GateD_TicketAgent3,19/09/22 19:51,138
GateC_TicketAgent2,19/09/22 19:51,101
GateC_TicketAgent1,19/09/22 19:51,105
GateB_TicketAgent2,19/09/22 19:51,118
GateA_TicketAgent1,19/09/22 19:51,124
GateC_TicketAgent3,19/09/22 19:51,109
GateA_TicketAgent3,19/09/22 19:51,126
GateB_TicketAgent1,19/09/22 19:51,130
GateB_TicketAgent3,19/09/22 19:51,139
GateA_TicketAgent2,19/09/22 19:51,130
GateC_TicketAgent1,19/09/22 19:51,112
GateB_TicketAgent2,19/09/22 19:51,112
GateC_TicketAgent2,19/09/22 19:51,140
GateA_TicketAgent1,19/09/22 19:51,115
GateB_TicketAgent3,19/09/22 19:51,122
GateC_TicketAgent3,19/09/22 19:51,136
GateB_TicketAgent1,19/09/22 19:51,133
GateD_TicketAgent2,19/09/22 19:51,105
GateD_TicketAgent1,19/09/22 19:51,113
GateC_TicketAgent1,19/09/22 19:51,130
GateB_TicketAgent2,19/09/22 19:51,111
GateC_TicketAgent2,19/09/22 19:51,120
GateA_TicketAgent1,19/09/22 19:51,117
GateA_TicketAgent3,19/09/22 19:51,117
GateD_TicketAgent2,19/09/22 19:51,130
GateD_TicketAgent1,19/09/22 19:51,113
GateA_TicketAgent2,19/09/22 19:51,110
GateC_TicketAgent1,19/09/22 19:51,132
GateB_TicketAgent2,19/09/22 19:51,110
GateD_TicketAgent3,19/09/22 19:51,136
GateC_TicketAgent2,19/09/22 19:51,135
GateB_TicketAgent3,19/09/22 19:51,101
GateA_TicketAgent1,19/09/22 19:51,119
GateB_TicketAgent1,19/09/22 19:51,102
GateC_TicketAgent3,19/09/22 19:51,117
GateA_TicketAgent3,19/09/22 19:51,120
GateA_TicketAgent2,19/09/22 19:51,120
GateC_TicketAgent1,19/09/22 19:51,105
GateD_TicketAgent3,19/09/22 19:51,120
GateB_TicketAgent2,19/09/22 19:51,133
GateD_TicketAgent1,19/09/22 19:51,129
GateB_TicketAgent3,19/09/22 19:51,111
GateA_TicketAgent2,19/09/22 19:51,125
GateD_TicketAgent2,19/09/22 19:51,129
GateC_TicketAgent1,19/09/22 19:51,136
GateA_TicketAgent3,19/09/22 19:51,114
GateB_TicketAgent2,19/09/22 19:51,111
GateD_TicketAgent1,19/09/22 19:51,104
GateC_TicketAgent2,19/09/22 19:51,127
GateA_TicketAgent1,19/09/22 19:51,123
GateB_TicketAgent1,19/09/22 19:51,112
GateC_TicketAgent3,19/09/22 19:52,134
GateA_TicketAgent2,19/09/22 19:52,125
GateD_TicketAgent2,19/09/22 19:52,130
GateB_TicketAgent3,19/09/22 19:52,107
GateC_TicketAgent1,19/09/22 19:52,131
GateB_TicketAgent2,19/09/22 19:52,107
GateA_TicketAgent3,19/09/22 19:52,115
GateD_TicketAgent3,19/09/22 19:52,104
GateC_TicketAgent2,19/09/22 19:52,101
GateA_TicketAgent1,19/09/22 19:52,123
GateB_TicketAgent1,19/09/22 19:52,109
GateC_TicketAgent3,19/09/22 19:52,133
GateA_TicketAgent2,19/09/22 19:52,114
GateB_TicketAgent3,19/09/22 19:52,121
GateD_TicketAgent2,19/09/22 19:52,129
GateC_TicketAgent1,19/09/22 19:52,101
GateB_TicketAgent2,19/09/22 19:52,124
GateA_TicketAgent3,19/09/22 19:52,127
GateC_TicketAgent2,19/09/22 19:52,105
GateB_TicketAgent1,19/09/22 19:52,111
GateD_TicketAgent1,19/09/22 19:52,131
GateA_TicketAgent1,19/09/22 19:52,125
GateC_TicketAgent3,19/09/22 19:52,107
GateA_TicketAgent2,19/09/22 19:52,101
GateB_TicketAgent3,19/09/22 19:52,109
GateC_TicketAgent1,19/09/22 19:52,107
GateB_TicketAgent1,19/09/22 19:52,135
GateA_TicketAgent1,19/09/22 19:52,122
GateA_TicketAgent2,19/09/22 19:52,128
GateC_TicketAgent1,19/09/22 19:52,140
GateA_TicketAgent3,19/09/22 19:52,114
GateD_TicketAgent3,19/09/22 19:52,108
GateC_TicketAgent2,19/09/22 19:52,111
GateD_TicketAgent2,19/09/22 19:52,106
GateA_TicketAgent2,19/09/22 19:52,131
GateB_TicketAgent3,19/09/22 19:52,137
GateC_TicketAgent1,19/09/22 19:52,109
GateB_TicketAgent1,19/09/22 19:52,139
GateC_TicketAgent2,19/09/22 19:52,126
GateD_TicketAgent1,19/09/22 19:52,107
GateA_TicketAgent1,19/09/22 19:52,108
GateB_TicketAgent2,19/09/22 19:52,116
GateD_TicketAgent2,19/09/22 19:52,113
GateC_TicketAgent3,19/09/22 19:52,110
GateA_TicketAgent2,19/09/22 19:52,126
GateB_TicketAgent3,19/09/22 19:52,136
GateD_TicketAgent3,19/09/22 19:52,129
GateC_TicketAgent1,19/09/22 19:52,104
GateA_TicketAgent3,19/09/22 19:52,116
GateB_TicketAgent1,19/09/22 19:52,105
GateC_TicketAgent2,19/09/22 19:52,105
GateD_TicketAgent1,19/09/22 19:52,113
GateA_TicketAgent1,19/09/22 19:52,128
GateB_TicketAgent2,19/09/22 19:52,141
GateC_TicketAgent3,19/09/22 19:52,133
GateA_TicketAgent2,19/09/22 19:52,130
GateD_TicketAgent3,19/09/22 19:52,121
GateC_TicketAgent1,19/09/22 19:52,133
GateA_TicketAgent3,19/09/22 19:52,129
GateD_TicketAgent2,19/09/22 19:52,130
GateB_TicketAgent1,19/09/22 19:52,101
GateC_TicketAgent2,19/09/22 19:52,140
GateA_TicketAgent1,19/09/22 19:52,117
GateB_TicketAgent2,19/09/22 19:52,109
GateD_TicketAgent1,19/09/22 19:52,128
GateC_TicketAgent3,19/09/22 19:52,102
GateA_TicketAgent2,19/09/22 19:52,114
GateB_TicketAgent3,19/09/22 19:52,137
GateA_TicketAgent3,19/09/22 19:52,123
GateD_TicketAgent2,19/09/22 19:52,131
GateB_TicketAgent1,19/09/22 19:52,132
GateC_TicketAgent2,19/09/22 19:52,106
GateD_TicketAgent1,19/09/22 19:52,102
GateA_TicketAgent1,19/09/22 19:52,121
GateC_TicketAgent1,19/09/22 19:53,103
GateB_TicketAgent3,19/09/22 19:53,134
GateA_TicketAgent2,19/09/22 19:53,118
GateB_TicketAgent1,19/09/22 19:53,122
GateD_TicketAgent2,19/09/22 19:53,121
GateC_TicketAgent2,19/09/22 19:53,103
GateB_TicketAgent2,19/09/22 19:53,109
GateA_TicketAgent1,19/09/22 19:53,125
GateC_TicketAgent3,19/09/22 19:53,128
GateC_TicketAgent1,19/09/22 19:53,127
GateB_TicketAgent3,19/09/22 19:53,139
GateA_TicketAgent2,19/09/22 19:53,128
GateD_TicketAgent3,19/09/22 19:53,109
GateB_TicketAgent1,19/09/22 19:53,110
GateA_TicketAgent3,19/09/22 19:53,126
GateD_TicketAgent2,19/09/22 19:53,137
GateC_TicketAgent2,19/09/22 19:53,102
GateB_TicketAgent2,19/09/22 19:53,103
GateD_TicketAgent1,19/09/22 19:53,138
GateC_TicketAgent3,19/09/22 19:53,131
GateA_TicketAgent1,19/09/22 19:53,124
GateC_TicketAgent1,19/09/22 19:53,105
GateA_TicketAgent2,19/09/22 19:53,115
GateB_TicketAgent1,19/09/22 19:53,136
GateB_TicketAgent3,19/09/22 19:53,114
GateD_TicketAgent2,19/09/22 19:53,100
GateC_TicketAgent2,19/09/22 19:53,101
GateB_TicketAgent2,19/09/22 19:53,105
GateD_TicketAgent1,19/09/22 19:53,106
GateA_TicketAgent1,19/09/22 19:53,135
GateC_TicketAgent1,19/09/22 19:53,136
GateD_TicketAgent3,19/09/22 19:53,129
GateB_TicketAgent1,19/09/22 19:53,105
GateB_TicketAgent3,19/09/22 19:53,108
GateC_TicketAgent3,19/09/22 19:53,110
GateA_TicketAgent3,19/09/22 19:53,131
GateD_TicketAgent2,19/09/22 19:53,128
GateB_TicketAgent2,19/09/22 19:53,110
GateC_TicketAgent2,19/09/22 19:53,137
GateD_TicketAgent1,19/09/22 19:53,106
GateA_TicketAgent1,19/09/22 19:53,134
GateC_TicketAgent1,19/09/22 19:53,135
GateA_TicketAgent2,19/09/22 19:53,139
GateB_TicketAgent1,19/09/22 19:53,110
GateC_TicketAgent2,19/09/22 19:53,138
GateB_TicketAgent2,19/09/22 19:53,112
GateA_TicketAgent1,19/09/22 19:53,118
GateC_TicketAgent1,19/09/22 19:53,136
GateB_TicketAgent1,19/09/22 19:53,114
GateB_TicketAgent3,19/09/22 19:53,101
GateC_TicketAgent3,19/09/22 19:53,106
GateD_TicketAgent1,19/09/22 19:53,140
GateB_TicketAgent2,19/09/22 19:53,135
GateC_TicketAgent2,19/09/22 19:53,107
GateA_TicketAgent1,19/09/22 19:53,114
GateA_TicketAgent3,19/09/22 19:53,124
GateA_TicketAgent2,19/09/22 19:53,100
GateC_TicketAgent1,19/09/22 19:53,130
GateD_TicketAgent2,19/09/22 19:53,116
GateB_TicketAgent1,19/09/22 19:53,106
GateB_TicketAgent3,19/09/22 19:53,100
GateC_TicketAgent2,19/09/22 19:53,130
GateD_TicketAgent3,19/09/22 19:53,130
GateB_TicketAgent2,19/09/22 19:53,123
GateA_TicketAgent1,19/09/22 19:53,104
GateA_TicketAgent2,19/09/22 19:53,121
GateC_TicketAgent1,19/09/22 19:53,118
GateB_TicketAgent1,19/09/22 19:53,128
GateC_TicketAgent3,19/09/22 19:53,132
GateB_TicketAgent2,19/09/22 19:53,135
GateD_TicketAgent1,19/09/22 19:53,128
GateA_TicketAgent1,19/09/22 19:53,123
GateA_TicketAgent2,19/09/22 19:53,124
GateD_TicketAgent2,19/09/22 19:53,111
GateB_TicketAgent3,19/09/22 19:53,136
GateC_TicketAgent1,19/09/22 19:54,105
GateB_TicketAgent1,19/09/22 19:54,134
GateC_TicketAgent2,19/09/22 19:54,108
GateB_TicketAgent2,19/09/22 19:54,102
GateA_TicketAgent1,19/09/22 19:54,104
GateA_TicketAgent2,19/09/22 19:54,114
GateD_TicketAgent3,19/09/22 19:54,128
GateC_TicketAgent1,19/09/22 19:54,137
GateD_TicketAgent2,19/09/22 19:54,129
GateB_TicketAgent1,19/09/22 19:54,111
GateC_TicketAgent2,19/09/22 19:54,133
GateA_TicketAgent1,19/09/22 19:54,119
GateA_TicketAgent3,19/09/22 19:54,110
GateA_TicketAgent2,19/09/22 19:54,107
GateD_TicketAgent2,19/09/22 19:54,129
GateC_TicketAgent1,19/09/22 19:54,102
GateB_TicketAgent1,19/09/22 19:54,102
GateC_TicketAgent3,19/09/22 19:54,129
GateD_TicketAgent3,19/09/22 19:54,106
GateC_TicketAgent2,19/09/22 19:54,105
GateB_TicketAgent2,19/09/22 19:54,109
GateD_TicketAgent1,19/09/22 19:54,127
GateA_TicketAgent1,19/09/22 19:54,115
GateA_TicketAgent3,19/09/22 19:54,127
GateA_TicketAgent2,19/09/22 19:54,130
GateB_TicketAgent3,19/09/22 19:54,140
GateC_TicketAgent1,19/09/22 19:54,103
GateB_TicketAgent1,19/09/22 19:54,111
GateC_TicketAgent3,19/09/22 19:54,101
GateD_TicketAgent3,19/09/22 19:54,110
GateC_TicketAgent2,19/09/22 19:54,105
GateA_TicketAgent3,19/09/22 19:54,138
GateA_TicketAgent2,19/09/22 19:54,124
GateB_TicketAgent3,19/09/22 19:54,102
GateC_TicketAgent1,19/09/22 19:54,109
GateB_TicketAgent1,19/09/22 19:54,108
GateC_TicketAgent3,19/09/22 19:54,102
GateB_TicketAgent2,19/09/22 19:54,110
GateD_TicketAgent1,19/09/22 19:54,130
GateD_TicketAgent3,19/09/22 19:54,101
GateA_TicketAgent1,19/09/22 19:54,139
GateA_TicketAgent2,19/09/22 19:54,119
GateA_TicketAgent3,19/09/22 19:54,130
GateB_TicketAgent3,19/09/22 19:54,133
GateC_TicketAgent1,19/09/22 19:54,129
GateD_TicketAgent2,19/09/22 19:54,122
GateB_TicketAgent1,19/09/22 19:54,111
GateB_TicketAgent2,19/09/22 19:54,137
GateD_TicketAgent1,19/09/22 19:54,130
GateC_TicketAgent2,19/09/22 19:54,112
GateA_TicketAgent1,19/09/22 19:54,117
GateA_TicketAgent2,19/09/22 19:54,114
GateD_TicketAgent3,19/09/22 19:54,110
GateC_TicketAgent1,19/09/22 19:54,106
GateD_TicketAgent2,19/09/22 19:54,128
GateB_TicketAgent1,19/09/22 19:54,109
GateB_TicketAgent3,19/09/22 19:54,137
GateC_TicketAgent3,19/09/22 19:54,139
GateB_TicketAgent2,19/09/22 19:54,136
GateD_TicketAgent1,19/09/22 19:54,106
GateC_TicketAgent2,19/09/22 19:54,112
GateA_TicketAgent1,19/09/22 19:54,116
