ConcessionStand,TransactionID,TransactionTime,Item,Quantity
Concession4,10368330,19/09/22 19:43,Beer,1
Concession4,10368331,19/09/22 19:43,BottledWater,3
Concession4,10368331,19/09/22 19:43,Beer,2
Concession4,10368331,19/09/22 19:43,Hotdog,1
Concession4,10368331,19/09/22 19:43,Fries,1
Concession7,10368332,19/09/22 19:43,Hotdog,1
Concession7,10368332,19/09/22 19:43,PizzaSlice,1
Concession7,10368333,19/09/22 19:43,Hotdog,1
Concession3,10368334,19/09/22 19:44,SoftDrink,1
Concession6,10368335,19/09/22 19:44,Beer,2
Concession6,10368335,19/09/22 19:44,Hotdog,1
Concession6,10368335,19/09/22 19:44,PizzaSlice,5
Concession6,10368335,19/09/22 19:44,Fries,1
Concession3,10368336,19/09/22 19:44,BottledWater,1
Concession3,10368336,19/09/22 19:44,Beer,1
Concession3,10368336,19/09/22 19:44,Hamburger,1
Concession3,10368336,19/09/22 19:44,PizzaSlice,1
Concession8,10368337,19/09/22 19:44,BottledWater,1
Concession8,10368337,19/09/22 19:44,Beer,2
Concession8,10368337,19/09/22 19:44,Hotdog,1
Concession8,10368337,19/09/22 19:44,Fries,1
Concession6,10368338,19/09/22 19:44,BottledWater,2
Concession6,10368338,19/09/22 19:44,Beer,1
Concession6,10368338,19/09/22 19:44,Hotdog,1
Concession4,10368339,19/09/22 19:44,Beer,1
Concession4,10368339,19/09/22 19:44,Hamburger,2
Concession4,10368339,19/09/22 19:44,Fries,1
Concession4,10368340,19/09/22 19:44,BottledWater,1
Concession4,10368340,19/09/22 19:44,Beer,2
Concession5,10368341,19/09/22 19:44,Hotdog,5
Concession5,10368341,19/09/22 19:44,Hamburger,3
Concession5,10368341,19/09/22 19:44,PizzaSlice,4
Concession5,10368341,19/09/22 19:44,Fries,1
Concession8,10368342,19/09/22 19:44,BottledWater,1
Concession8,10368342,19/09/22 19:44,Beer,2
Concession8,10368342,19/09/22 19:44,Hamburger,1
Concession8,10368342,19/09/22 19:44,PizzaSlice,2
Concession8,10368342,19/09/22 19:44,Fries,1
Concession7,10368343,19/09/22 19:44,BottledWater,1
Concession7,10368343,19/09/22 19:44,Beer,1
Concession7,10368343,19/09/22 19:44,Hotdog,1
Concession1,10368344,19/09/22 19:44,BottledWater,2
Concession1,10368344,19/09/22 19:44,Beer,1
Concession1,10368345,19/09/22 19:44,BottledWater,2
Concession1,10368345,19/09/22 19:44,SoftDrink,3
Concession1,10368345,19/09/22 19:44,Hotdog,1
Concession1,10368345,19/09/22 19:44,Hamburger,3
Concession1,10368345,19/09/22 19:44,PizzaSlice,1
Concession7,10368346,19/09/22 19:44,BottledWater,2
Concession7,10368346,19/09/22 19:44,SoftDrink,1
Concession7,10368346,19/09/22 19:44,Hotdog,3
Concession2,10368347,19/09/22 19:44,BottledWater,1
Concession2,10368347,19/09/22 19:44,SoftDrink,1
Concession2,10368347,19/09/22 19:44,Hotdog,2
Concession2,10368347,19/09/22 19:44,Hamburger,1
Concession2,10368347,19/09/22 19:44,Fries,1
Concession3,10368348,19/09/22 19:44,BottledWater,1
Concession7,10368349,19/09/22 19:44,BottledWater,3
Concession7,10368349,19/09/22 19:44,SoftDrink,1
Concession7,10368349,19/09/22 19:44,Beer,1
Concession7,10368349,19/09/22 19:44,Hotdog,1
Concession7,10368349,19/09/22 19:44,Hamburger,1
Concession3,10368350,19/09/22 19:44,BottledWater,1
Concession3,10368350,19/09/22 19:44,SoftDrink,2
Concession2,10368351,19/09/22 19:44,BottledWater,1
Concession2,10368351,19/09/22 19:44,SoftDrink,1
Concession4,10368353,19/09/22 19:44,BottledWater,1
Concession4,10368353,19/09/22 19:44,Beer,1
Concession3,10368354,19/09/22 19:44,Beer,1
Concession6,10368355,19/09/22 19:44,BottledWater,1
Concession6,10368355,19/09/22 19:44,Beer,1
Concession1,10368356,19/09/22 19:44,Hamburger,2
Concession2,10368357,19/09/22 19:44,SoftDrink,1
Concession2,10368357,19/09/22 19:44,Hamburger,3
Concession2,10368357,19/09/22 19:44,PizzaSlice,1
Concession2,10368357,19/09/22 19:44,Fries,1
Concession8,10368358,19/09/22 19:45,BottledWater,1
Concession8,10368358,19/09/22 19:45,SoftDrink,3
Concession8,10368358,19/09/22 19:45,Hotdog,1
Concession8,10368358,19/09/22 19:45,PizzaSlice,1
Concession8,10368358,19/09/22 19:45,Fries,2
Concession8,10368359,19/09/22 19:45,BottledWater,1
Concession8,10368359,19/09/22 19:45,Hotdog,3
Concession8,10368359,19/09/22 19:45,PizzaSlice,1
Concession1,10368360,19/09/22 19:45,BottledWater,2
Concession1,10368360,19/09/22 19:45,SoftDrink,2
Concession1,10368360,19/09/22 19:45,Hotdog,1
Concession1,10368360,19/09/22 19:45,PizzaSlice,1
Concession1,10368360,19/09/22 19:45,Fries,1
Concession1,10368361,19/09/22 19:45,BottledWater,3
Concession7,10368362,19/09/22 19:45,Hotdog,2
Concession7,10368362,19/09/22 19:45,PizzaSlice,2
Concession2,10368363,19/09/22 19:45,BottledWater,3
Concession2,10368363,19/09/22 19:45,SoftDrink,1
Concession2,10368363,19/09/22 19:45,Beer,1
Concession2,10368363,19/09/22 19:45,Hamburger,3
Concession2,10368363,19/09/22 19:45,PizzaSlice,1
Concession2,10368365,19/09/22 19:45,Beer,1
Concession2,10368365,19/09/22 19:45,Hotdog,2
Concession2,10368365,19/09/22 19:45,Hamburger,1
Concession2,10368365,19/09/22 19:45,PizzaSlice,1
Concession5,10368366,19/09/22 19:45,BottledWater,2
Concession5,10368366,19/09/22 19:45,SoftDrink,3
Concession5,10368366,19/09/22 19:45,Beer,2
Concession5,10368366,19/09/22 19:45,Hotdog,1
Concession5,10368366,19/09/22 19:45,PizzaSlice,1
Concession5,10368366,19/09/22 19:45,Fries,1
Concession3,10368367,19/09/22 19:45,BottledWater,2
Concession3,10368367,19/09/22 19:45,SoftDrink,1
Concession3,10368367,19/09/22 19:45,Beer,1
Concession4,10368368,19/09/22 19:45,Beer,2
Concession4,10368368,19/09/22 19:45,Hotdog,2
Concession4,10368368,19/09/22 19:45,PizzaSlice,1
Concession7,10368369,19/09/22 19:45,BottledWater,2
Concession7,10368369,19/09/22 19:45,Beer,2
Concession7,10368369,19/09/22 19:45,Hamburger,2
Concession4,10368370,19/09/22 19:45,BottledWater,3
Concession4,10368370,19/09/22 19:45,Hamburger,3
Concession4,10368370,19/09/22 19:45,Fries,1
Concession4,10368371,19/09/22 19:45,Beer,2
Concession3,10368372,19/09/22 19:45,Beer,1
Concession5,10368373,19/09/22 19:45,BottledWater,1
Concession5,10368373,19/09/22 19:45,Beer,1
Concession5,10368373,19/09/22 19:45,Hotdog,1
Concession5,10368373,19/09/22 19:45,PizzaSlice,1
Concession5,10368373,19/09/22 19:45,Fries,1
Concession6,10368374,19/09/22 19:45,BottledWater,3
Concession6,10368374,19/09/22 19:45,Beer,1
Concession6,10368374,19/09/22 19:45,Hotdog,1
Concession6,10368375,19/09/22 19:45,SoftDrink,2
Concession6,10368375,19/09/22 19:45,Hotdog,5
Concession6,10368375,19/09/22 19:45,Fries,1
Concession3,10368376,19/09/22 19:45,BottledWater,1
Concession3,10368376,19/09/22 19:45,Beer,1
Concession6,10368377,19/09/22 19:45,BottledWater,1
Concession6,10368377,19/09/22 19:45,Beer,1
Concession6,10368377,19/09/22 19:45,Hotdog,1
Concession6,10368377,19/09/22 19:45,Fries,1
Concession3,10368378,19/09/22 19:45,SoftDrink,1
Concession4,10368379,19/09/22 19:45,BottledWater,3
Concession4,10368379,19/09/22 19:45,SoftDrink,1
Concession4,10368379,19/09/22 19:45,Beer,1
Concession4,10368379,19/09/22 19:45,Hotdog,1
Concession4,10368379,19/09/22 19:45,Hamburger,2
Concession4,10368379,19/09/22 19:45,PizzaSlice,3
Concession8,10368380,19/09/22 19:45,Hotdog,1
Concession8,10368380,19/09/22 19:45,PizzaSlice,2
Concession1,10368381,19/09/22 19:45,BottledWater,2
Concession1,10368381,19/09/22 19:45,SoftDrink,2
Concession1,10368381,19/09/22 19:45,Hotdog,1
Concession1,10368381,19/09/22 19:45,Hamburger,1
Concession1,10368381,19/09/22 19:45,PizzaSlice,1
Concession1,10368381,19/09/22 19:45,Fries,1
Concession1,10368382,19/09/22 19:45,SoftDrink,1
Concession1,10368382,19/09/22 19:45,Beer,1
Concession6,10368383,19/09/22 19:45,Beer,1
Concession6,10368383,19/09/22 19:45,Hotdog,2
Concession3,10368384,19/09/22 19:45,Beer,1
Concession3,10368385,19/09/22 19:46,Beer,2
Concession8,10368386,19/09/22 19:46,Fries,1
Concession3,10368387,19/09/22 19:46,Hotdog,1
Concession3,10368387,19/09/22 19:46,Hamburger,1
Concession3,10368387,19/09/22 19:46,PizzaSlice,3
Concession4,10368388,19/09/22 19:46,BottledWater,1
Concession4,10368388,19/09/22 19:46,Hamburger,1
Concession4,10368388,19/09/22 19:46,PizzaSlice,1
Concession7,10368389,19/09/22 19:46,BottledWater,1
Concession7,10368389,19/09/22 19:46,SoftDrink,2
Concession7,10368389,19/09/22 19:46,Beer,1
Concession7,10368389,19/09/22 19:46,Hotdog,1
Concession7,10368389,19/09/22 19:46,PizzaSlice,3
Concession5,10368390,19/09/22 19:46,BottledWater,1
Concession7,10368391,19/09/22 19:46,BottledWater,1
Concession7,10368391,19/09/22 19:46,SoftDrink,2
Concession2,10368392,19/09/22 19:46,BottledWater,2
Concession7,10368393,19/09/22 19:46,BottledWater,1
Concession7,10368393,19/09/22 19:46,Beer,1
Concession7,10368393,19/09/22 19:46,PizzaSlice,1
Concession8,10368394,19/09/22 19:46,SoftDrink,1
Concession8,10368394,19/09/22 19:46,Hotdog,1
Concession8,10368394,19/09/22 19:46,Hamburger,1
Concession3,10368395,19/09/22 19:46,BottledWater,1
Concession3,10368396,19/09/22 19:46,BottledWater,1
Concession8,10368397,19/09/22 19:46,PizzaSlice,3
Concession1,10368398,19/09/22 19:46,Hotdog,5
Concession1,10368398,19/09/22 19:46,Fries,2
Concession2,10368399,19/09/22 19:46,BottledWater,1
Concession6,10368400,19/09/22 19:46,BottledWater,1
Concession6,10368400,19/09/22 19:46,Beer,1
Concession6,10368400,19/09/22 19:46,Hamburger,1
Concession6,10368400,19/09/22 19:46,Fries,1
Concession5,10368401,19/09/22 19:46,BottledWater,3
Concession5,10368401,19/09/22 19:46,Beer,1
Concession5,10368402,19/09/22 19:46,Hotdog,1
Concession5,10368402,19/09/22 19:46,Hamburger,3
Concession5,10368402,19/09/22 19:46,PizzaSlice,1
Concession2,10368403,19/09/22 19:46,SoftDrink,1
Concession2,10368403,19/09/22 19:46,Hamburger,1
Concession2,10368403,19/09/22 19:46,PizzaSlice,1
Concession2,10368403,19/09/22 19:46,Fries,1
Concession6,10368404,19/09/22 19:46,BottledWater,1
Concession8,10368405,19/09/22 19:46,BottledWater,3
Concession8,10368405,19/09/22 19:46,SoftDrink,1
Concession8,10368405,19/09/22 19:46,Beer,2
Concession8,10368405,19/09/22 19:46,Hotdog,2
Concession8,10368405,19/09/22 19:46,PizzaSlice,1
Concession3,10368406,19/09/22 19:46,SoftDrink,1
Concession3,10368406,19/09/22 19:46,Beer,1
Concession3,10368406,19/09/22 19:46,Hamburger,1
Concession3,10368406,19/09/22 19:46,PizzaSlice,1
Concession3,10368407,19/09/22 19:46,Hamburger,1
Concession3,10368407,19/09/22 19:46,PizzaSlice,1
Concession1,10368408,19/09/22 19:46,BottledWater,3
Concession1,10368408,19/09/22 19:46,Beer,1
Concession4,10368409,19/09/22 19:46,BottledWater,1
Concession4,10368409,19/09/22 19:46,Beer,1
Concession3,10368410,19/09/22 19:46,BottledWater,1
Concession3,10368410,19/09/22 19:46,Beer,1
Concession2,10368411,19/09/22 19:46,BottledWater,1
Concession2,10368411,19/09/22 19:46,SoftDrink,2
Concession2,10368412,19/09/22 19:46,Beer,1
Concession2,10368412,19/09/22 19:46,Hamburger,1
Concession2,10368412,19/09/22 19:46,PizzaSlice,1
Concession6,10368413,19/09/22 19:46,Hotdog,3
Concession6,10368413,19/09/22 19:46,PizzaSlice,2
Concession6,10368413,19/09/22 19:46,Fries,1
Concession4,10368414,19/09/22 19:46,Beer,1
Concession4,10368414,19/09/22 19:46,Hotdog,2
Concession4,10368414,19/09/22 19:46,Hamburger,1
Concession4,10368414,19/09/22 19:46,PizzaSlice,1
Concession8,10368415,19/09/22 19:47,BottledWater,3
Concession4,10368416,19/09/22 19:47,Beer,2
Concession8,10368417,19/09/22 19:47,Hotdog,5
Concession8,10368417,19/09/22 19:47,Hamburger,1
Concession8,10368417,19/09/22 19:47,PizzaSlice,1
Concession7,10368418,19/09/22 19:47,BottledWater,3
Concession7,10368418,19/09/22 19:47,SoftDrink,1
Concession7,10368418,19/09/22 19:47,Hotdog,2
Concession7,10368418,19/09/22 19:47,Hamburger,2
Concession7,10368418,19/09/22 19:47,PizzaSlice,3
Concession6,10368419,19/09/22 19:47,BottledWater,1
Concession6,10368419,19/09/22 19:47,SoftDrink,1
Concession6,10368419,19/09/22 19:47,Hotdog,1
Concession7,10368420,19/09/22 19:47,Hotdog,1
Concession7,10368420,19/09/22 19:47,PizzaSlice,1
Concession7,10368420,19/09/22 19:47,Fries,1
Concession7,10368421,19/09/22 19:47,BottledWater,1
Concession7,10368421,19/09/22 19:47,SoftDrink,1
Concession7,10368421,19/09/22 19:47,Beer,1
Concession7,10368421,19/09/22 19:47,Hotdog,1
Concession7,10368421,19/09/22 19:47,Fries,1
Concession3,10368422,19/09/22 19:47,BottledWater,1
Concession3,10368422,19/09/22 19:47,SoftDrink,1
Concession3,10368422,19/09/22 19:47,Hamburger,3
Concession3,10368423,19/09/22 19:47,Beer,1
Concession3,10368423,19/09/22 19:47,Hamburger,1
Concession3,10368423,19/09/22 19:47,PizzaSlice,1
Concession1,10368424,19/09/22 19:47,PizzaSlice,1
Concession5,10368425,19/09/22 19:47,BottledWater,1
Concession5,10368425,19/09/22 19:47,Beer,1
Concession5,10368425,19/09/22 19:47,Hotdog,1
Concession5,10368425,19/09/22 19:47,PizzaSlice,1
Concession5,10368425,19/09/22 19:47,Fries,2
Concession8,10368426,19/09/22 19:47,Hotdog,2
Concession8,10368426,19/09/22 19:47,PizzaSlice,2
Concession2,10368427,19/09/22 19:47,Hamburger,1
Concession2,10368427,19/09/22 19:47,PizzaSlice,1
Concession1,10368428,19/09/22 19:47,BottledWater,1
Concession1,10368428,19/09/22 19:47,SoftDrink,1
Concession1,10368428,19/09/22 19:47,Hamburger,1
Concession1,10368428,19/09/22 19:47,PizzaSlice,1
Concession3,10368429,19/09/22 19:47,SoftDrink,1
Concession3,10368429,19/09/22 19:47,Beer,1
Concession4,10368430,19/09/22 19:47,BottledWater,1
Concession4,10368430,19/09/22 19:47,Beer,2
Concession8,10368431,19/09/22 19:47,BottledWater,1
Concession8,10368431,19/09/22 19:47,SoftDrink,1
Concession8,10368431,19/09/22 19:47,Hotdog,4
Concession8,10368431,19/09/22 19:47,Hamburger,2
Concession8,10368431,19/09/22 19:47,PizzaSlice,2
Concession8,10368431,19/09/22 19:47,Fries,2
Concession2,10368432,19/09/22 19:47,BottledWater,1
Concession2,10368432,19/09/22 19:47,Beer,2
Concession6,10368433,19/09/22 19:47,BottledWater,2
Concession6,10368433,19/09/22 19:47,SoftDrink,1
Concession6,10368433,19/09/22 19:47,Beer,1
Concession6,10368433,19/09/22 19:47,Hotdog,2
Concession1,10368434,19/09/22 19:47,BottledWater,1
Concession1,10368434,19/09/22 19:47,SoftDrink,1
Concession1,10368434,19/09/22 19:47,Beer,1
Concession5,10368435,19/09/22 19:47,BottledWater,1
Concession5,10368435,19/09/22 19:47,Beer,2
Concession1,10368436,19/09/22 19:47,BottledWater,1
Concession1,10368436,19/09/22 19:47,SoftDrink,1
Concession1,10368436,19/09/22 19:47,Beer,1
Concession4,10368437,19/09/22 19:47,BottledWater,1
Concession4,10368437,19/09/22 19:47,Beer,1
Concession4,10368437,19/09/22 19:47,Hotdog,2
Concession4,10368437,19/09/22 19:47,Hamburger,1
Concession4,10368437,19/09/22 19:47,PizzaSlice,1
Concession4,10368437,19/09/22 19:47,Fries,1
Concession7,10368438,19/09/22 19:47,BottledWater,2
Concession7,10368438,19/09/22 19:47,Hotdog,2
Concession7,10368438,19/09/22 19:47,PizzaSlice,1
Concession5,10368439,19/09/22 19:47,BottledWater,1
Concession5,10368439,19/09/22 19:47,Hotdog,1
Concession2,10368440,19/09/22 19:47,BottledWater,3
Concession2,10368440,19/09/22 19:47,Hamburger,1
Concession2,10368440,19/09/22 19:47,PizzaSlice,1
Concession2,10368440,19/09/22 19:47,Fries,2
Concession2,10368441,19/09/22 19:47,BottledWater,1
Concession2,10368441,19/09/22 19:47,Hamburger,1
Concession2,10368441,19/09/22 19:47,PizzaSlice,1
Concession2,10368441,19/09/22 19:47,Fries,1
Concession3,10368442,19/09/22 19:48,BottledWater,2
Concession3,10368442,19/09/22 19:48,Beer,1
Concession3,10368442,19/09/22 19:48,Hotdog,4
Concession3,10368442,19/09/22 19:48,Hamburger,1
Concession3,10368442,19/09/22 19:48,PizzaSlice,3
Concession6,10368443,19/09/22 19:48,BottledWater,1
Concession6,10368443,19/09/22 19:48,Beer,1
Concession6,10368443,19/09/22 19:48,Hotdog,1
Concession6,10368444,19/09/22 19:48,BottledWater,2
Concession6,10368444,19/09/22 19:48,Beer,1
Concession6,10368444,19/09/22 19:48,Hotdog,1
Concession6,10368444,19/09/22 19:48,PizzaSlice,2
Concession6,10368444,19/09/22 19:48,Fries,1
Concession2,10368445,19/09/22 19:48,Hotdog,2
Concession2,10368445,19/09/22 19:48,PizzaSlice,1
Concession4,10368446,19/09/22 19:48,Beer,1
Concession7,10368447,19/09/22 19:48,BottledWater,3
Concession7,10368447,19/09/22 19:48,SoftDrink,1
Concession7,10368447,19/09/22 19:48,Beer,1
Concession5,10368448,19/09/22 19:48,Beer,1
Concession5,10368448,19/09/22 19:48,Hotdog,1
Concession5,10368448,19/09/22 19:48,Hamburger,1
Concession5,10368448,19/09/22 19:48,PizzaSlice,1
Concession5,10368448,19/09/22 19:48,Fries,1
Concession3,10368449,19/09/22 19:48,Beer,2
Concession3,10368449,19/09/22 19:48,Hotdog,1
Concession3,10368449,19/09/22 19:48,Hamburger,1
Concession3,10368449,19/09/22 19:48,PizzaSlice,5
Concession3,10368449,19/09/22 19:48,Fries,1
Concession3,10368451,19/09/22 19:48,BottledWater,2
Concession3,10368451,19/09/22 19:48,SoftDrink,1
Concession3,10368451,19/09/22 19:48,Beer,1
Concession3,10368451,19/09/22 19:48,Hamburger,1
Concession3,10368451,19/09/22 19:48,PizzaSlice,1
Concession3,10368451,19/09/22 19:48,Fries,2
Concession5,10368452,19/09/22 19:48,BottledWater,3
Concession5,10368452,19/09/22 19:48,Beer,1
Concession5,10368452,19/09/22 19:48,Hotdog,3
Concession5,10368452,19/09/22 19:48,PizzaSlice,1
Concession4,10368453,19/09/22 19:48,Beer,1
Concession4,10368453,19/09/22 19:48,Hotdog,1
Concession4,10368453,19/09/22 19:48,Hamburger,1
Concession4,10368453,19/09/22 19:48,PizzaSlice,1
Concession4,10368453,19/09/22 19:48,Fries,1
Concession8,10368454,19/09/22 19:48,Hotdog,2
Concession8,10368454,19/09/22 19:48,PizzaSlice,1
Concession6,10368455,19/09/22 19:48,BottledWater,2
Concession6,10368455,19/09/22 19:48,SoftDrink,1
Concession6,10368455,19/09/22 19:48,Hotdog,1
Concession6,10368455,19/09/22 19:48,Hamburger,1
Concession1,10368456,19/09/22 19:48,SoftDrink,1
Concession1,10368456,19/09/22 19:48,PizzaSlice,1
Concession1,10368456,19/09/22 19:48,Fries,1
Concession1,10368457,19/09/22 19:48,BottledWater,1
Concession1,10368457,19/09/22 19:48,Hotdog,4
Concession1,10368457,19/09/22 19:48,Hamburger,1
Concession1,10368457,19/09/22 19:48,PizzaSlice,1
Concession1,10368457,19/09/22 19:48,Fries,1
Concession7,10368458,19/09/22 19:48,BottledWater,2
Concession7,10368458,19/09/22 19:48,Beer,1
Concession7,10368458,19/09/22 19:48,Hotdog,1
Concession7,10368458,19/09/22 19:48,PizzaSlice,1
Concession2,10368459,19/09/22 19:48,BottledWater,2
Concession1,10368460,19/09/22 19:48,BottledWater,1
Concession4,10368461,19/09/22 19:48,BottledWater,2
Concession4,10368461,19/09/22 19:48,Hotdog,4
Concession4,10368461,19/09/22 19:48,PizzaSlice,1
Concession5,10368462,19/09/22 19:48,Hotdog,2
Concession5,10368462,19/09/22 19:48,Hamburger,1
Concession5,10368462,19/09/22 19:48,Fries,1
Concession4,10368463,19/09/22 19:48,Beer,1
Concession4,10368463,19/09/22 19:48,Hotdog,2
Concession4,10368463,19/09/22 19:48,Hamburger,1
Concession4,10368463,19/09/22 19:48,PizzaSlice,1
Concession1,10368464,19/09/22 19:48,BottledWater,3
Concession1,10368464,19/09/22 19:48,SoftDrink,1
Concession1,10368464,19/09/22 19:48,Hotdog,2
Concession1,10368464,19/09/22 19:48,Hamburger,1
Concession1,10368464,19/09/22 19:48,PizzaSlice,2
Concession5,10368465,19/09/22 19:48,BottledWater,3
Concession5,10368465,19/09/22 19:48,Beer,1
Concession5,10368465,19/09/22 19:48,Hotdog,1
Concession5,10368465,19/09/22 19:48,PizzaSlice,1
Concession5,10368465,19/09/22 19:48,Fries,1
Concession2,10368466,19/09/22 19:48,BottledWater,1
Concession2,10368466,19/09/22 19:48,SoftDrink,1
Concession3,10368467,19/09/22 19:48,BottledWater,1
Concession3,10368467,19/09/22 19:48,Beer,1
Concession8,10368468,19/09/22 19:48,BottledWater,2
Concession8,10368468,19/09/22 19:48,SoftDrink,1
Concession8,10368468,19/09/22 19:48,Hotdog,2
Concession8,10368468,19/09/22 19:48,Hamburger,1
Concession8,10368468,19/09/22 19:48,Fries,1
Concession6,10368469,19/09/22 19:49,SoftDrink,1
Concession6,10368469,19/09/22 19:49,Beer,1
Concession6,10368469,19/09/22 19:49,Hotdog,1
Concession6,10368469,19/09/22 19:49,Fries,1
Concession1,10368470,19/09/22 19:49,Hamburger,1
Concession1,10368470,19/09/22 19:49,PizzaSlice,1
Concession2,10368471,19/09/22 19:49,Beer,1
Concession2,10368472,19/09/22 19:49,Beer,2
Concession2,10368472,19/09/22 19:49,Hamburger,1
Concession2,10368473,19/09/22 19:49,BottledWater,1
Concession2,10368473,19/09/22 19:49,Beer,2
Concession7,10368474,19/09/22 19:49,Beer,1
Concession7,10368474,19/09/22 19:49,Hotdog,1
Concession8,10368475,19/09/22 19:49,Hotdog,4
Concession8,10368475,19/09/22 19:49,PizzaSlice,1
Concession8,10368475,19/09/22 19:49,Fries,1
Concession7,10368476,19/09/22 19:49,SoftDrink,2
Concession7,10368476,19/09/22 19:49,Beer,1
Concession6,10368477,19/09/22 19:49,BottledWater,1
Concession6,10368477,19/09/22 19:49,Beer,1
Concession6,10368477,19/09/22 19:49,Hotdog,1
Concession6,10368477,19/09/22 19:49,PizzaSlice,1
Concession1,10368478,19/09/22 19:49,BottledWater,2
Concession1,10368478,19/09/22 19:49,SoftDrink,3
Concession1,10368478,19/09/22 19:49,Beer,1
Concession1,10368478,19/09/22 19:49,Hamburger,1
Concession1,10368478,19/09/22 19:49,PizzaSlice,1
Concession1,10368478,19/09/22 19:49,Fries,1
Concession6,10368479,19/09/22 19:49,BottledWater,1
Concession6,10368479,19/09/22 19:49,Beer,1
Concession8,10368480,19/09/22 19:49,BottledWater,1
Concession8,10368480,19/09/22 19:49,SoftDrink,1
Concession8,10368480,19/09/22 19:49,Hotdog,4
Concession8,10368480,19/09/22 19:49,PizzaSlice,1
Concession2,10368481,19/09/22 19:49,BottledWater,1
Concession2,10368481,19/09/22 19:49,Beer,1
Concession2,10368481,19/09/22 19:49,Hamburger,1
Concession2,10368481,19/09/22 19:49,PizzaSlice,1
Concession3,10368482,19/09/22 19:49,BottledWater,1
Concession3,10368482,19/09/22 19:49,Beer,1
Concession3,10368482,19/09/22 19:49,Hotdog,1
Concession3,10368482,19/09/22 19:49,Hamburger,1
Concession3,10368482,19/09/22 19:49,PizzaSlice,1
Concession7,10368483,19/09/22 19:49,BottledWater,1
Concession7,10368483,19/09/22 19:49,SoftDrink,2
Concession7,10368483,19/09/22 19:49,Beer,1
Concession7,10368483,19/09/22 19:49,Hotdog,1
Concession7,10368483,19/09/22 19:49,Fries,1
Concession2,10368484,19/09/22 19:49,BottledWater,2
Concession2,10368484,19/09/22 19:49,SoftDrink,1
Concession1,10368485,19/09/22 19:49,BottledWater,3
Concession1,10368485,19/09/22 19:49,Hotdog,2
Concession1,10368485,19/09/22 19:49,Hamburger,4
Concession5,10368486,19/09/22 19:49,Beer,1
Concession5,10368486,19/09/22 19:49,Hamburger,1
Concession5,10368486,19/09/22 19:49,PizzaSlice,1
Concession4,10368487,19/09/22 19:49,BottledWater,1
Concession4,10368487,19/09/22 19:49,Beer,1
Concession4,10368487,19/09/22 19:49,Hamburger,1
Concession4,10368487,19/09/22 19:49,PizzaSlice,1
Concession7,10368488,19/09/22 19:49,BottledWater,2
Concession7,10368488,19/09/22 19:49,Hotdog,2
Concession7,10368488,19/09/22 19:49,Fries,1
Concession4,10368489,19/09/22 19:49,SoftDrink,1
Concession4,10368489,19/09/22 19:49,Hotdog,1
Concession4,10368489,19/09/22 19:49,Fries,2
Concession5,10368490,19/09/22 19:49,BottledWater,1
Concession5,10368490,19/09/22 19:49,SoftDrink,1
Concession5,10368490,19/09/22 19:49,Beer,1
Concession7,10368491,19/09/22 19:50,Beer,1
Concession6,10368492,19/09/22 19:50,BottledWater,2
Concession2,10368493,19/09/22 19:50,BottledWater,2
Concession2,10368493,19/09/22 19:50,SoftDrink,1
Concession2,10368493,19/09/22 19:50,Hamburger,2
Concession2,10368493,19/09/22 19:50,Fries,1
Concession5,10368495,19/09/22 19:50,BottledWater,2
Concession5,10368495,19/09/22 19:50,SoftDrink,1
Concession5,10368495,19/09/22 19:50,Beer,1
Concession5,10368495,19/09/22 19:50,Hotdog,2
Concession5,10368495,19/09/22 19:50,Hamburger,1
Concession5,10368495,19/09/22 19:50,PizzaSlice,3
Concession5,10368495,19/09/22 19:50,Fries,1
Concession3,10368496,19/09/22 19:50,Beer,2
Concession3,10368496,19/09/22 19:50,Hotdog,2
Concession3,10368496,19/09/22 19:50,Hamburger,1
Concession6,10368497,19/09/22 19:50,BottledWater,1
Concession6,10368497,19/09/22 19:50,Beer,1
Concession6,10368498,19/09/22 19:50,BottledWater,1
Concession6,10368498,19/09/22 19:50,Beer,1
Concession6,10368498,19/09/22 19:50,Hotdog,1
Concession2,10368499,19/09/22 19:50,Hamburger,1
Concession2,10368499,19/09/22 19:50,PizzaSlice,1
Concession2,10368499,19/09/22 19:50,Fries,1
Concession2,10368500,19/09/22 19:50,BottledWater,1
Concession4,10368501,19/09/22 19:50,Beer,1
Concession6,10368502,19/09/22 19:50,BottledWater,2
Concession6,10368502,19/09/22 19:50,Beer,1
Concession6,10368502,19/09/22 19:50,PizzaSlice,1
Concession7,10368503,19/09/22 19:50,BottledWater,1
Concession7,10368503,19/09/22 19:50,Beer,1
Concession7,10368503,19/09/22 19:50,PizzaSlice,1
Concession5,10368504,19/09/22 19:50,Beer,1
Concession6,10368505,19/09/22 19:50,BottledWater,1
Concession6,10368505,19/09/22 19:50,SoftDrink,1
Concession6,10368505,19/09/22 19:50,Beer,1
Concession7,10368506,19/09/22 19:50,SoftDrink,1
Concession7,10368506,19/09/22 19:50,Hotdog,2
Concession7,10368506,19/09/22 19:50,Hamburger,1
Concession7,10368506,19/09/22 19:50,PizzaSlice,1
Concession7,10368506,19/09/22 19:50,Fries,1
Concession3,10368507,19/09/22 19:50,BottledWater,1
Concession3,10368507,19/09/22 19:50,Beer,1
Concession4,10368508,19/09/22 19:50,BottledWater,1
